instant,dteday,season,month,hour,holiday,a_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,day_category,humidity_category
5619,8/27/2011,Fall,August,0,0,Saturday,Clear,28.7,33.335,84,7.0015,33,112,145,Weekend,High
5620,8/27/2011,Fall,August,1,0,Saturday,Clear,28.7,33.335,84,11.0014,13,51,64,Weekend,High
5621,8/27/2011,Fall,August,2,0,Saturday,Clear,28.7,33.335,84,12.998,18,59,77,Weekend,High
5622,8/27/2011,Fall,August,3,0,Saturday,Misty,28.7,33.335,84,15.0013,8,22,30,Weekend,High
5623,8/27/2011,Fall,August,4,0,Saturday,Misty,28.7,33.335,84,15.0013,1,3,4,Weekend,High
5624,8/27/2011,Fall,August,5,0,Saturday,Misty,28.7,33.335,84,19.9995,1,11,12,Weekend,High
5625,8/27/2011,Fall,August,6,0,Saturday,Misty,28.7,33.335,84,19.9995,3,15,18,Weekend,High
5626,8/27/2011,Fall,August,7,0,Saturday,Misty,28.7,33.335,84,23.9994,2,26,28,Weekend,High
5627,8/27/2011,Fall,August,8,0,Saturday,Misty,28.7,33.335,84,16.9979,14,62,76,Weekend,High
5628,8/27/2011,Fall,August,9,0,Saturday,Misty,28.7,33.335,84,27.9993,28,128,156,Weekend,High
5629,8/27/2011,Fall,August,10,0,Saturday,Misty,28.7,33.335,79,31.0009,51,154,205,Weekend,High
5630,8/27/2011,Fall,August,11,0,Saturday,Light Rainsnow,27.06,29.545,89,27.9993,15,73,88,Weekend,High
5631,8/27/2011,Fall,August,12,0,Saturday,Light Rainsnow,27.06,30.305,83,32.9975,11,65,76,Weekend,High
5632,8/27/2011,Fall,August,13,0,Saturday,Light Rainsnow,27.06,30.305,83,26.0027,10,33,43,Weekend,High
5633,8/27/2011,Fall,August,14,0,Saturday,Light Rainsnow,26.24,28.79,89,36.9974,4,19,23,Weekend,High
5634,8/27/2011,Fall,August,15,0,Saturday,Light Rainsnow,26.24,28.79,89,36.9974,2,28,30,Weekend,High
5635,8/27/2011,Fall,August,16,0,Saturday,Light Rainsnow,26.24,28.79,89,35.0008,10,14,24,Weekend,High
5636,8/27/2011,Fall,August,17,0,Saturday,Light Rainsnow,26.24,28.79,89,55.9986,2,14,16,Weekend,High
5637,8/28/2011,Fall,August,7,0,Sunday,Light Rainsnow,25.42,28.79,83,23.9994,0,1,1,Weekend,High
5638,8/28/2011,Fall,August,8,0,Sunday,Light Rainsnow,25.42,28.79,83,27.9993,2,6,8,Weekend,High
5639,8/28/2011,Fall,August,9,0,Sunday,Clear,27.06,31.06,74,27.9993,7,46,53,Weekend,High
5640,8/28/2011,Fall,August,10,0,Sunday,Clear,28.7,32.575,61,40.9973,27,115,142,Weekend,Medium
5641,8/28/2011,Fall,August,11,0,Sunday,Clear,28.7,32.575,58,26.0027,59,178,237,Weekend,Medium
5642,8/28/2011,Fall,August,12,0,Sunday,Clear,30.34,33.335,51,26.0027,88,218,306,Weekend,Medium
5643,8/28/2011,Fall,August,13,0,Sunday,Clear,31.16,34.09,45,23.9994,129,302,431,Weekend,Medium
5644,8/28/2011,Fall,August,14,0,Sunday,Clear,31.98,34.85,43,27.9993,157,290,447,Weekend,Medium
5645,8/28/2011,Fall,August,15,0,Sunday,Clear,31.98,34.85,43,23.9994,155,314,469,Weekend,Medium
5646,8/28/2011,Fall,August,16,0,Sunday,Clear,32.8,35.605,36,26.0027,196,295,491,Weekend,Medium
5647,8/28/2011,Fall,August,17,0,Sunday,Clear,31.16,34.09,40,19.9995,145,253,398,Weekend,Medium
5648,8/28/2011,Fall,August,18,0,Sunday,Clear,30.34,33.335,42,15.0013,145,257,402,Weekend,Medium
5649,8/28/2011,Fall,August,19,0,Sunday,Clear,29.52,33.335,48,7.0015,140,247,387,Weekend,Medium
5650,8/28/2011,Fall,August,20,0,Sunday,Clear,29.52,32.575,45,7.0015,64,150,214,Weekend,Medium
5651,8/28/2011,Fall,August,21,0,Sunday,Clear,27.06,31.06,61,8.9981,60,126,186,Weekend,Medium
5652,8/28/2011,Fall,August,22,0,Sunday,Clear,26.24,30.305,69,7.0015,25,73,98,Weekend,Medium
5653,8/28/2011,Fall,August,23,0,Sunday,Clear,25.42,29.545,73,7.0015,16,48,64,Weekend,High
5654,8/29/2011,Fall,August,0,0,Monday,Clear,25.42,29.545,73,7.0015,13,21,34,Weekday,High
5655,8/29/2011,Fall,August,1,0,Monday,Clear,24.6,29.545,69,7.0015,5,15,20,Weekday,Medium
5656,8/29/2011,Fall,August,2,0,Monday,Clear,24.6,29.545,69,12.998,8,5,13,Weekday,Medium
5657,8/29/2011,Fall,August,3,0,Monday,Clear,24.6,29.545,69,7.0015,1,5,6,Weekday,Medium
5658,8/29/2011,Fall,August,4,0,Monday,Clear,22.96,26.515,68,8.9981,0,3,3,Weekday,Medium
5659,8/29/2011,Fall,August,5,0,Monday,Clear,22.96,26.515,73,8.9981,0,17,17,Weekday,High
5660,8/29/2011,Fall,August,6,0,Monday,Clear,22.96,26.515,73,8.9981,3,99,102,Weekday,High
5661,8/29/2011,Fall,August,7,0,Monday,Clear,24.6,30.305,60,15.0013,11,273,284,Weekday,Medium
5662,8/29/2011,Fall,August,8,0,Monday,Clear,25.42,31.06,57,16.9979,20,384,404,Weekday,Medium
5663,8/29/2011,Fall,August,9,0,Monday,Clear,25.42,31.06,53,16.9979,22,166,188,Weekday,Medium
5664,8/29/2011,Fall,August,10,0,Monday,Clear,27.06,31.06,47,15.0013,42,73,115,Weekday,Medium
5665,8/29/2011,Fall,August,11,0,Monday,Clear,27.06,31.06,47,11.0014,38,100,138,Weekday,Medium
5666,8/29/2011,Fall,August,12,0,Monday,Misty,27.88,31.82,44,11.0014,48,159,207,Weekday,Medium
5667,8/29/2011,Fall,August,13,0,Monday,Misty,28.7,31.82,39,0,48,170,218,Weekday,Medium
5668,8/29/2011,Fall,August,14,0,Monday,Clear,28.7,31.82,42,0,55,127,182,Weekday,Medium
5669,8/29/2011,Fall,August,15,0,Monday,Clear,28.7,31.82,42,11.0014,56,164,220,Weekday,Medium
5670,8/29/2011,Fall,August,16,0,Monday,Clear,29.52,32.575,42,11.0014,56,226,282,Weekday,Medium
5671,8/29/2011,Fall,August,17,0,Monday,Misty,28.7,31.82,47,15.0013,67,524,591,Weekday,Medium
5672,8/29/2011,Fall,August,18,0,Monday,Clear,27.06,31.06,47,16.9979,60,487,547,Weekday,Medium
5673,8/29/2011,Fall,August,19,0,Monday,Clear,27.06,31.06,47,16.9979,50,317,367,Weekday,Medium
5674,8/29/2011,Fall,August,20,0,Monday,Clear,26.24,31.06,53,11.0014,50,227,277,Weekday,Medium
5675,8/29/2011,Fall,August,21,0,Monday,Clear,26.24,31.06,53,12.998,34,168,202,Weekday,Medium
5676,8/29/2011,Fall,August,22,0,Monday,Clear,25.42,31.06,57,8.9981,23,119,142,Weekday,Medium
5677,8/29/2011,Fall,August,23,0,Monday,Clear,24.6,30.305,60,6.0032,19,56,75,Weekday,Medium
5678,8/30/2011,Fall,August,0,0,Tuesday,Clear,22.96,26.515,73,8.9981,10,17,27,Weekday,High
5679,8/30/2011,Fall,August,1,0,Tuesday,Clear,22.96,26.515,68,7.0015,6,7,13,Weekday,Medium
5680,8/30/2011,Fall,August,2,0,Tuesday,Clear,22.14,25.76,73,7.0015,2,8,10,Weekday,High
5681,8/30/2011,Fall,August,3,0,Tuesday,Clear,22.14,25.76,73,12.998,2,2,4,Weekday,High
5682,8/30/2011,Fall,August,4,0,Tuesday,Clear,21.32,25,77,11.0014,0,6,6,Weekday,High
5683,8/30/2011,Fall,August,5,0,Tuesday,Clear,21.32,25,77,6.0032,1,27,28,Weekday,High
5684,8/30/2011,Fall,August,6,0,Tuesday,Clear,22.14,25.76,73,7.0015,4,115,119,Weekday,High
5685,8/30/2011,Fall,August,7,0,Tuesday,Clear,22.96,26.515,68,8.9981,19,338,357,Weekday,Medium
5686,8/30/2011,Fall,August,8,0,Tuesday,Clear,25.42,31.06,57,8.9981,34,459,493,Weekday,Medium
5687,8/30/2011,Fall,August,9,0,Tuesday,Clear,27.06,31.06,50,15.0013,38,180,218,Weekday,Medium
5688,8/30/2011,Fall,August,10,0,Tuesday,Clear,28.7,31.82,39,15.0013,28,109,137,Weekday,Medium
5689,8/30/2011,Fall,August,11,0,Tuesday,Clear,29.52,32.575,37,12.998,60,115,175,Weekday,Medium
5690,8/30/2011,Fall,August,12,0,Tuesday,Clear,29.52,32.575,37,0,65,172,237,Weekday,Medium
5691,8/30/2011,Fall,August,13,0,Tuesday,Clear,30.34,32.575,35,7.0015,59,170,229,Weekday,Low
5692,8/30/2011,Fall,August,14,0,Tuesday,Clear,30.34,32.575,33,11.0014,58,151,209,Weekday,Low
5693,8/30/2011,Fall,August,15,0,Tuesday,Clear,30.34,32.575,35,15.0013,34,162,196,Weekday,Low
5694,8/30/2011,Fall,August,16,0,Tuesday,Clear,30.34,32.575,37,11.0014,42,295,337,Weekday,Medium
5695,8/30/2011,Fall,August,17,0,Tuesday,Clear,29.52,32.575,42,12.998,62,549,611,Weekday,Medium
5696,8/30/2011,Fall,August,18,0,Tuesday,Clear,28.7,31.82,45,11.0014,60,516,576,Weekday,Medium
5697,8/30/2011,Fall,August,19,0,Tuesday,Clear,27.06,31.06,50,6.0032,68,397,465,Weekday,Medium
5698,8/30/2011,Fall,August,20,0,Tuesday,Clear,27.06,31.06,50,0,39,259,298,Weekday,Medium
5699,8/30/2011,Fall,August,21,0,Tuesday,Clear,26.24,30.305,65,6.0032,43,180,223,Weekday,Medium
5700,8/30/2011,Fall,August,22,0,Tuesday,Clear,25.42,30.305,61,0,22,121,143,Weekday,Medium
5701,8/30/2011,Fall,August,23,0,Tuesday,Clear,25.42,30.305,61,0,19,74,93,Weekday,Medium
5702,8/31/2011,Fall,August,0,0,Wednesday,Clear,24.6,29.545,69,0,8,24,32,Weekday,Medium
5703,8/31/2011,Fall,August,1,0,Wednesday,Clear,24.6,29.545,69,0,2,13,15,Weekday,Medium
5704,8/31/2011,Fall,August,2,0,Wednesday,Clear,22.96,26.515,73,0,1,5,6,Weekday,High
5705,8/31/2011,Fall,August,3,0,Wednesday,Clear,22.96,26.515,78,0,2,4,6,Weekday,High
5706,8/31/2011,Fall,August,4,0,Wednesday,Clear,22.96,26.515,73,0,0,5,5,Weekday,High
5707,8/31/2011,Fall,August,5,0,Wednesday,Clear,22.14,25.76,83,6.0032,2,25,27,Weekday,High
5708,8/31/2011,Fall,August,6,0,Wednesday,Clear,22.14,25.76,77,0,4,107,111,Weekday,High
5709,8/31/2011,Fall,August,7,0,Wednesday,Clear,24.6,28.79,78,0,12,316,328,Weekday,High
5710,8/31/2011,Fall,August,8,0,Wednesday,Clear,25.42,30.305,69,0,27,440,467,Weekday,Medium
5711,8/31/2011,Fall,August,9,0,Wednesday,Clear,26.24,30.305,69,6.0032,27,217,244,Weekday,Medium
5712,8/31/2011,Fall,August,10,0,Wednesday,Clear,28.7,31.82,45,7.0015,33,105,138,Weekday,Medium
5713,8/31/2011,Fall,August,11,0,Wednesday,Clear,29.52,32.575,42,8.9981,28,143,171,Weekday,Medium
5714,8/31/2011,Fall,August,12,0,Wednesday,Clear,30.34,33.335,43,8.9981,68,192,260,Weekday,Medium
5715,8/31/2011,Fall,August,13,0,Wednesday,Clear,30.34,32.575,37,7.0015,39,182,221,Weekday,Medium
5716,8/31/2011,Fall,August,14,0,Wednesday,Clear,30.34,32.575,40,8.9981,48,148,196,Weekday,Medium
5717,8/31/2011,Fall,August,15,0,Wednesday,Clear,30.34,32.575,40,8.9981,34,138,172,Weekday,Medium
5718,8/31/2011,Fall,August,16,0,Wednesday,Clear,30.34,33.335,42,8.9981,46,263,309,Weekday,Medium
5719,8/31/2011,Fall,August,17,0,Wednesday,Clear,29.52,32.575,45,8.9981,83,525,608,Weekday,Medium
5720,8/31/2011,Fall,August,18,0,Wednesday,Clear,28.7,32.575,51,15.0013,70,495,565,Weekday,Medium
5721,8/31/2011,Fall,August,19,0,Wednesday,Clear,34.44,38.635,47,16.9979,53,393,446,Weekday,Medium
5722,8/31/2011,Fall,August,20,0,Wednesday,Clear,27.06,31.06,57,8.9981,30,259,289,Weekday,Medium
5723,8/31/2011,Fall,August,21,0,Wednesday,Clear,27.06,31.06,61,6.0032,27,174,201,Weekday,Medium
5724,8/31/2011,Fall,August,22,0,Wednesday,Clear,26.24,30.305,69,0,20,137,157,Weekday,Medium
5725,8/31/2011,Fall,August,23,0,Wednesday,Clear,24.6,28.79,78,7.0015,24,60,84,Weekday,High
5726,9/1/2011,Fall,September,0,0,Thursday,Clear,24.6,28.79,78,7.0015,18,33,51,Weekday,High
5727,9/1/2011,Fall,September,1,0,Thursday,Clear,24.6,29.545,73,6.0032,7,14,21,Weekday,High
5728,9/1/2011,Fall,September,2,0,Thursday,Clear,23.78,27.275,78,6.0032,14,11,25,Weekday,High
5729,9/1/2011,Fall,September,3,0,Thursday,Clear,23.78,27.275,78,6.0032,7,7,14,Weekday,High
5730,9/1/2011,Fall,September,4,0,Thursday,Clear,22.96,26.515,83,6.0032,0,7,7,Weekday,High
5731,9/1/2011,Fall,September,5,0,Thursday,Clear,22.96,26.515,73,6.0032,1,22,23,Weekday,High
5732,9/1/2011,Fall,September,6,0,Thursday,Clear,24.6,28.79,78,0,2,103,105,Weekday,High
5733,9/1/2011,Fall,September,7,0,Thursday,Clear,24.6,28.79,78,0,7,335,342,Weekday,High
5734,9/1/2011,Fall,September,8,0,Thursday,Clear,25.42,29.545,73,8.9981,31,467,498,Weekday,High
5735,9/1/2011,Fall,September,9,0,Thursday,Clear,26.24,30.305,69,7.0015,29,178,207,Weekday,Medium
5736,9/1/2011,Fall,September,10,0,Thursday,Clear,27.88,31.82,61,8.9981,46,92,138,Weekday,Medium
5737,9/1/2011,Fall,September,11,0,Thursday,Clear,29.52,33.335,51,8.9981,51,141,192,Weekday,Medium
5738,9/1/2011,Fall,September,12,0,Thursday,Misty,29.52,33.335,51,8.9981,64,165,229,Weekday,Medium
5739,9/1/2011,Fall,September,13,0,Thursday,Misty,29.52,33.335,48,6.0032,50,169,219,Weekday,Medium
5740,9/1/2011,Fall,September,14,0,Thursday,Light Rainsnow,29.52,33.335,54,16.9979,54,144,198,Weekday,Medium
5741,9/1/2011,Fall,September,15,0,Thursday,Clear,29.52,33.335,51,8.9981,39,135,174,Weekday,Medium
5742,9/1/2011,Fall,September,16,0,Thursday,Clear,30.34,33.335,51,12.998,55,253,308,Weekday,Medium
5743,9/1/2011,Fall,September,17,0,Thursday,Clear,29.52,33.335,54,16.9979,61,567,628,Weekday,Medium
5744,9/1/2011,Fall,September,18,0,Thursday,Clear,29.52,33.335,54,15.0013,69,462,531,Weekday,Medium
5745,9/1/2011,Fall,September,19,0,Thursday,Clear,28.7,32.575,58,11.0014,79,364,443,Weekday,Medium
5746,9/1/2011,Fall,September,20,0,Thursday,Clear,27.06,31.06,61,15.0013,33,247,280,Weekday,Medium
5747,9/1/2011,Fall,September,21,0,Thursday,Misty,27.06,31.06,57,12.998,17,160,177,Weekday,Medium
5748,9/1/2011,Fall,September,22,0,Thursday,Misty,27.06,31.06,57,15.0013,34,145,179,Weekday,Medium
5749,9/1/2011,Fall,September,23,0,Thursday,Clear,26.24,30.305,65,16.9979,15,111,126,Weekday,Medium
5750,9/2/2011,Fall,September,0,0,Friday,Clear,26.24,30.305,65,12.998,6,58,64,Weekday,Medium
5751,9/2/2011,Fall,September,1,0,Friday,Light Rainsnow,25.42,29.545,73,7.0015,4,28,32,Weekday,High
5752,9/2/2011,Fall,September,2,0,Friday,Light Rainsnow,25.42,29.545,73,7.0015,9,11,20,Weekday,High
5753,9/2/2011,Fall,September,3,0,Friday,Misty,24.6,28.03,83,11.0014,4,4,8,Weekday,High
5754,9/2/2011,Fall,September,4,0,Friday,Clear,24.6,28.03,83,6.0032,2,2,4,Weekday,High
5755,9/2/2011,Fall,September,5,0,Friday,Misty,24.6,28.03,83,8.9981,0,20,20,Weekday,High
5756,9/2/2011,Fall,September,6,0,Friday,Clear,24.6,28.03,83,8.9981,3,73,76,Weekday,High
5757,9/2/2011,Fall,September,7,0,Friday,Clear,24.6,28.03,83,7.0015,6,253,259,Weekday,High
5758,9/2/2011,Fall,September,8,0,Friday,Clear,25.42,29.545,78,12.998,22,434,456,Weekday,High
5759,9/2/2011,Fall,September,9,0,Friday,Misty,25.42,28.79,83,7.0015,30,190,220,Weekday,High
5760,9/2/2011,Fall,September,10,0,Friday,Misty,26.24,30.305,76,11.0014,34,106,140,Weekday,High
5761,9/2/2011,Fall,September,11,0,Friday,Misty,27.06,31.06,74,7.0015,51,141,192,Weekday,High
5762,9/2/2011,Fall,September,12,0,Friday,Misty,27.06,31.06,69,15.0013,82,178,260,Weekday,Medium
5763,9/2/2011,Fall,September,13,0,Friday,Misty,27.88,31.82,65,8.9981,72,207,279,Weekday,Medium
5764,9/2/2011,Fall,September,14,0,Friday,Misty,28.7,32.575,61,7.0015,75,208,283,Weekday,Medium
5765,9/2/2011,Fall,September,15,0,Friday,Misty,28.7,32.575,61,16.9979,69,277,346,Weekday,Medium
5766,9/2/2011,Fall,September,16,0,Friday,Misty,28.7,32.575,61,8.9981,82,299,381,Weekday,Medium
5767,9/2/2011,Fall,September,17,0,Friday,Misty,27.88,31.82,65,11.0014,78,377,455,Weekday,Medium
5768,9/2/2011,Fall,September,18,0,Friday,Misty,27.88,31.82,65,12.998,50,305,355,Weekday,Medium
5769,9/2/2011,Fall,September,19,0,Friday,Clear,27.06,31.06,69,8.9981,67,220,287,Weekday,Medium
5770,9/2/2011,Fall,September,20,0,Friday,Clear,26.24,30.305,73,0,38,158,196,Weekday,High
5771,9/2/2011,Fall,September,21,0,Friday,Misty,26.24,30.305,73,6.0032,28,121,149,Weekday,High
5772,9/2/2011,Fall,September,22,0,Friday,Misty,26.24,30.305,73,11.0014,33,114,147,Weekday,High
5773,9/2/2011,Fall,September,23,0,Friday,Misty,26.24,30.305,73,11.0014,30,68,98,Weekday,High
5774,9/3/2011,Fall,September,0,0,Saturday,Misty,26.24,30.305,73,7.0015,22,65,87,Weekend,High
5775,9/3/2011,Fall,September,1,0,Saturday,Misty,26.24,30.305,69,16.9979,17,57,74,Weekend,Medium
5776,9/3/2011,Fall,September,2,0,Saturday,Misty,26.24,30.305,69,15.0013,15,26,41,Weekend,Medium
5777,9/3/2011,Fall,September,3,0,Saturday,Clear,25.42,29.545,73,11.0014,17,18,35,Weekend,High
5778,9/3/2011,Fall,September,4,0,Saturday,Clear,25.42,29.545,73,11.0014,3,4,7,Weekend,High
5779,9/3/2011,Fall,September,5,0,Saturday,Clear,25.42,30.305,69,12.998,3,9,12,Weekend,Medium
5780,9/3/2011,Fall,September,6,0,Saturday,Clear,25.42,29.545,73,11.0014,4,19,23,Weekend,High
5781,9/3/2011,Fall,September,7,0,Saturday,Clear,25.42,29.545,73,12.998,5,33,38,Weekend,High
5782,9/3/2011,Fall,September,8,0,Saturday,Clear,26.24,30.305,69,11.0014,24,65,89,Weekend,Medium
5783,9/3/2011,Fall,September,9,0,Saturday,Misty,27.06,31.06,69,16.9979,83,118,201,Weekend,Medium
5784,9/3/2011,Fall,September,10,0,Saturday,Light Rainsnow,27.06,31.06,65,16.9979,90,168,258,Weekend,Medium
5785,9/3/2011,Fall,September,11,0,Saturday,Light Rainsnow,27.06,31.06,69,19.0012,66,128,194,Weekend,Medium
5786,9/3/2011,Fall,September,12,0,Saturday,Clear,28.7,32.575,61,15.0013,97,160,257,Weekend,Medium
5787,9/3/2011,Fall,September,13,0,Saturday,Clear,28.7,32.575,65,15.0013,153,200,353,Weekend,Medium
5788,9/3/2011,Fall,September,14,0,Saturday,Misty,29.52,34.09,66,11.0014,204,176,380,Weekend,Medium
5789,9/3/2011,Fall,September,15,0,Saturday,Clear,29.52,34.09,70,11.0014,187,201,388,Weekend,Medium
5790,9/3/2011,Fall,September,16,0,Saturday,Clear,29.52,34.09,70,12.998,186,188,374,Weekend,Medium
5791,9/3/2011,Fall,September,17,0,Saturday,Clear,29.52,34.09,70,15.0013,170,201,371,Weekend,Medium
5792,9/3/2011,Fall,September,18,0,Saturday,Clear,29.52,34.09,70,11.0014,160,179,339,Weekend,Medium
5793,9/3/2011,Fall,September,19,0,Saturday,Clear,28.7,33.335,74,8.9981,147,148,295,Weekend,High
5794,9/3/2011,Fall,September,20,0,Saturday,Clear,28.7,33.335,79,11.0014,99,120,219,Weekend,High
5795,9/3/2011,Fall,September,21,0,Saturday,Clear,27.88,31.82,83,8.9981,71,93,164,Weekend,High
5796,9/3/2011,Fall,September,22,0,Saturday,Clear,27.88,31.82,83,7.0015,66,96,162,Weekend,High
5797,9/3/2011,Fall,September,23,0,Saturday,Clear,27.06,31.06,85,8.9981,46,77,123,Weekend,High
5798,9/4/2011,Fall,September,0,0,Sunday,Clear,27.06,29.545,89,12.998,33,76,109,Weekend,High
5799,9/4/2011,Fall,September,1,0,Sunday,Clear,27.06,30.305,83,8.9981,37,38,75,Weekend,High
5800,9/4/2011,Fall,September,2,0,Sunday,Clear,27.06,30.305,83,12.998,17,43,60,Weekend,High
5801,9/4/2011,Fall,September,3,0,Sunday,Clear,26.24,28.79,89,12.998,20,23,43,Weekend,High
5802,9/4/2011,Fall,September,4,0,Sunday,Clear,26.24,28.79,83,11.0014,0,4,4,Weekend,High
5803,9/4/2011,Fall,September,5,0,Sunday,Clear,26.24,28.79,83,8.9981,1,5,6,Weekend,High
5804,9/4/2011,Fall,September,6,0,Sunday,Clear,26.24,28.79,84,15.0013,0,3,3,Weekend,High
5805,9/4/2011,Fall,September,7,0,Sunday,Clear,27.06,30.305,78,12.998,10,20,30,Weekend,High
5806,9/4/2011,Fall,September,8,0,Sunday,Clear,27.06,30.305,78,11.0014,21,49,70,Weekend,High
5807,9/4/2011,Fall,September,9,0,Sunday,Clear,27.06,30.305,78,11.0014,87,102,189,Weekend,High
5808,9/4/2011,Fall,September,10,0,Sunday,Clear,28.7,33.335,74,8.9981,150,147,297,Weekend,High
5809,9/4/2011,Fall,September,11,0,Sunday,Clear,30.34,34.85,70,11.0014,174,163,337,Weekend,Medium
5810,9/4/2011,Fall,September,12,0,Sunday,Clear,31.16,36.365,66,11.0014,214,221,435,Weekend,Medium
5811,9/4/2011,Fall,September,13,0,Sunday,Misty,31.98,37.12,62,19.0012,245,174,419,Weekend,Medium
5812,9/4/2011,Fall,September,14,0,Sunday,Clear,31.98,37.88,66,22.0028,205,156,361,Weekend,Medium
5813,9/4/2011,Fall,September,15,0,Sunday,Clear,31.98,37.88,66,19.0012,218,192,410,Weekend,Medium
5814,9/4/2011,Fall,September,16,0,Sunday,Clear,32.8,38.635,59,15.0013,196,141,337,Weekend,Medium
5815,9/4/2011,Fall,September,17,0,Sunday,Clear,31.16,36.365,66,15.0013,204,172,376,Weekend,Medium
5816,9/4/2011,Fall,September,18,0,Sunday,Clear,31.16,36.365,66,12.998,187,169,356,Weekend,Medium
5817,9/4/2011,Fall,September,19,0,Sunday,Clear,30.34,34.85,70,12.998,178,150,328,Weekend,Medium
5818,9/4/2011,Fall,September,20,0,Sunday,Clear,30.34,34.85,70,19.9995,104,125,229,Weekend,Medium
5819,9/4/2011,Fall,September,21,0,Sunday,Clear,29.52,34.85,74,16.9979,104,103,207,Weekend,High
5820,9/4/2011,Fall,September,22,0,Sunday,Misty,29.52,34.85,74,19.0012,70,85,155,Weekend,High
5821,9/4/2011,Fall,September,23,0,Sunday,Misty,29.52,34.09,70,11.0014,46,58,104,Weekend,Medium
5822,9/5/2011,Fall,September,0,1,Monday,Misty,28.7,33.335,74,15.0013,31,66,97,Weekday,High
5823,9/5/2011,Fall,September,1,1,Monday,Misty,27.88,31.82,79,7.0015,19,35,54,Weekday,High
5824,9/5/2011,Fall,September,2,1,Monday,Misty,27.88,31.82,79,11.0014,17,22,39,Weekday,High
5825,9/5/2011,Fall,September,3,1,Monday,Misty,27.88,31.82,74,19.9995,4,12,16,Weekday,High
5826,9/5/2011,Fall,September,4,1,Monday,Misty,27.88,31.82,69,19.0012,3,5,8,Weekday,Medium
5827,9/5/2011,Fall,September,5,1,Monday,Misty,27.06,31.06,74,11.0014,2,4,6,Weekday,High
5828,9/5/2011,Fall,September,6,1,Monday,Misty,27.06,31.06,74,8.9981,6,5,11,Weekday,High
5829,9/5/2011,Fall,September,7,1,Monday,Clear,27.06,31.06,74,11.0014,11,30,41,Weekday,High
5830,9/5/2011,Fall,September,8,1,Monday,Misty,27.06,30.305,78,12.998,45,56,101,Weekday,High
5831,9/5/2011,Fall,September,9,1,Monday,Light Rainsnow,27.88,31.82,74,11.0014,63,89,152,Weekday,High
5832,9/5/2011,Fall,September,10,1,Monday,Misty,28.7,32.575,70,11.0014,107,137,244,Weekday,Medium
5833,9/5/2011,Fall,September,11,1,Monday,Misty,28.7,33.335,74,11.0014,101,207,308,Weekday,High
5834,9/5/2011,Fall,September,12,1,Monday,Misty,29.52,34.09,70,12.998,141,212,353,Weekday,Medium
5835,9/5/2011,Fall,September,13,1,Monday,Misty,30.34,34.85,70,8.9981,154,235,389,Weekday,Medium
5836,9/5/2011,Fall,September,14,1,Monday,Clear,30.34,34.85,70,11.0014,145,212,357,Weekday,Medium
5837,9/5/2011,Fall,September,15,1,Monday,Misty,27.88,31.82,79,19.0012,111,142,253,Weekday,High
5838,9/5/2011,Fall,September,16,1,Monday,Misty,27.88,31.82,79,19.0012,92,192,284,Weekday,High
5839,9/5/2011,Fall,September,17,1,Monday,Misty,27.06,29.545,89,7.0015,37,77,114,Weekday,High
5840,9/5/2011,Fall,September,18,1,Monday,Clear,27.06,29.545,89,6.0032,31,92,123,Weekday,High
5841,9/5/2011,Fall,September,19,1,Monday,Light Rainsnow,27.06,29.545,94,7.0015,52,123,175,Weekday,High
5842,9/5/2011,Fall,September,20,1,Monday,Light Rainsnow,27.06,29.545,94,16.9979,26,56,82,Weekday,High
5843,9/5/2011,Fall,September,21,1,Monday,Misty,27.06,29.545,94,19.9995,20,40,60,Weekday,High
5844,9/5/2011,Fall,September,22,1,Monday,Misty,24.6,27.275,88,39.0007,15,49,64,Weekday,High
5845,9/5/2011,Fall,September,23,1,Monday,Light Rainsnow,22.96,26.515,88,26.0027,3,17,20,Weekday,High
5846,9/6/2011,Fall,September,0,0,Tuesday,Light Rainsnow,22.14,25.76,94,23.9994,1,7,8,Weekday,High
5847,9/6/2011,Fall,September,2,0,Tuesday,Light Rainsnow,22.14,25.76,94,16.9979,0,2,2,Weekday,High
5848,9/6/2011,Fall,September,3,0,Tuesday,Light Rainsnow,22.14,25.76,94,19.9995,1,0,1,Weekday,High
5849,9/6/2011,Fall,September,4,0,Tuesday,Misty,22.14,25.76,94,19.9995,1,3,4,Weekday,High
5850,9/6/2011,Fall,September,5,0,Tuesday,Light Rainsnow,22.14,25.76,88,23.9994,1,20,21,Weekday,High
5851,9/6/2011,Fall,September,6,0,Tuesday,Misty,22.14,25.76,88,22.0028,0,72,72,Weekday,High
5852,9/6/2011,Fall,September,7,0,Tuesday,Misty,22.14,25.76,83,23.9994,6,166,172,Weekday,High
5853,9/6/2011,Fall,September,8,0,Tuesday,Light Rainsnow,22.14,25.76,83,26.0027,15,349,364,Weekday,High
5854,9/6/2011,Fall,September,9,0,Tuesday,Misty,22.14,25.76,81,27.9993,18,167,185,Weekday,High
5855,9/6/2011,Fall,September,10,0,Tuesday,Light Rainsnow,22.14,25.76,83,23.9994,16,90,106,Weekday,High
5856,9/6/2011,Fall,September,11,0,Tuesday,Light Rainsnow,22.14,25.76,83,26.0027,11,78,89,Weekday,High
5857,9/6/2011,Fall,September,12,0,Tuesday,Light Rainsnow,22.14,25.76,83,26.0027,16,51,67,Weekday,High
